timestamp,Tair_C,RH_p,Tinternal_C,T100_C,T50_C,T25_C,T10_C,T5_C,T0_C,T5s_C,T10s_C,T25s_C,T50s_C
12/23/23 19:49,-2.2,44.1,1.5,-1,-1.25,-1.94,-2,-2.06,-1.94,-1.44,-0.56,0.38,2.81
12/23/23 19:53,-2.2,44.1,1.38,-1.13,-0.38,-1.81,-1.88,-1.94,-1.75,-1.31,-0.56,0.38,2.81
12/23/23 19:57,-2.8,45.2,1.38,-1.13,-0.38,-1.75,-1.81,-1.88,-1.69,-1.31,-0.56,0.38,2.81
12/23/23 20:01,-2.8,45.2,1.25,-1.25,-0.38,-1.81,-1.88,-1.94,-1.75,-1.38,-0.56,0.38,2.81
12/23/23 20:05,-3,45.4,1.19,-1.31,-0.44,-1.88,-1.94,-2,-1.81,-1.38,-0.56,0.38,2.81
12/23/23 20:09,-3,45.4,1.06,-1.38,-0.56,-1.75,-1.81,-1.88,-1.69,-1.31,-0.56,0.38,2.81
12/23/23 20:13,-3.1,45.4,1,-1.38,-0.69,-1.69,-1.81,-1.81,-1.69,-1.31,-0.56,0.38,2.81
12/23/23 20:17,-3.1,45.4,0.88,-1.56,-0.81,-1.81,-1.81,-1.88,-1.69,-1.38,-0.56,0.38,2.81
12/23/23 20:21,-3,45.9,0.81,-1.5,-0.94,-1.75,-1.81,-1.88,-1.69,-1.38,-0.63,0.38,2.81
12/23/23 20:25,-3,45.9,0.75,-1.44,-1.06,-1.69,-1.75,-1.81,-1.69,-1.31,-0.63,0.38,2.81
12/23/23 20:29,-2.9,44.7,0.69,-1.44,-1.13,-1.75,-1.81,-1.88,-1.69,-1.38,-0.63,0.38,2.81
12/23/23 20:33,-2.9,44.7,0.63,-1.44,-1.25,-2,-2,-2.06,-1.88,-1.5,-0.63,0.38,2.81
12/23/23 20:37,-2.9,46.3,0.5,-1.38,-1.31,-2,-2.06,-2.13,-1.94,-1.56,-0.69,0.38,2.81
12/23/23 20:41,-2.9,46.3,0.44,-1.44,-1.31,-2.06,-2.13,-2.13,-2,-1.56,-0.69,0.38,2.81
12/23/23 20:45,-3.1,46.7,0.38,-1.44,-1.31,-2,-2.06,-2.13,-1.94,-1.56,-0.69,0.44,2.81
12/23/23 20:49,-3.1,46.7,0.31,-1.69,-1.38,-2,-2.06,-2.13,-1.94,-1.56,-0.69,0.38,2.81
12/23/23 20:53,-3.2,47.1,0.25,-1.56,-1.44,-2,-2.06,-2.13,-1.94,-1.63,-0.69,0.44,2.81
12/23/23 20:57,-3.2,47.1,0.19,-1.56,-1.44,-2.13,-2.13,-2.19,-2,-1.69,-0.69,0.44,2.81
12/23/23 21:01,-3.2,48.5,0.13,-1.56,-1.5,-2.13,-2.19,-2.25,-2.06,-1.69,-0.75,0.44,2.81
12/23/23 21:05,-3.2,48.5,0.06,-1.75,-1.56,-2.19,-2.19,-2.25,-2.06,-1.69,-0.75,0.44,2.81
12/23/23 21:09,-3.2,47.5,0,-1.75,-1.63,-2.25,-2.25,-2.31,-2.13,-1.75,-0.75,0.44,2.81
12/23/23 21:13,-3.2,47.5,-0.06,-1.69,-1.63,-2.31,-2.31,-2.38,-2.19,-1.81,-0.75,0.44,2.81
12/23/23 21:17,-3.4,47.6,-0.13,-1.63,-1.69,-2.31,-2.25,-2.31,-2.13,-1.75,-0.81,0.44,2.81
12/23/23 21:21,-3.4,47.6,-0.19,-1.69,-1.75,-2.31,-2.31,-2.38,-2.19,-1.81,-0.81,0.44,2.81
12/23/23 21:25,-3.4,48.7,-0.25,-1.81,-1.75,-2.31,-2.31,-2.38,-2.19,-1.81,-0.81,0.44,2.75
12/23/23 21:29,-3.4,48.7,-0.25,-1.88,-1.75,-2.19,-2.31,-2.38,-2.19,-1.75,-0.81,0.44,2.81
12/23/23 21:33,-3.5,47.7,-0.31,-1.94,-1.81,-2.13,-2.19,-2.25,-2.06,-1.63,-0.81,0.44,2.81
12/23/23 21:37,-3.5,47.7,-0.38,-1.94,-1.81,-2.13,-2.19,-2.25,-2.06,-1.69,-0.81,0.44,2.81
12/23/23 21:41,-3.4,47.8,-0.44,-1.75,-1.75,-2.19,-2.25,-2.31,-2.13,-1.75,-0.81,0.44,2.81
12/23/23 21:45,-3.4,47.8,-0.44,-1.69,-1.75,-2.25,-2.25,-2.38,-2.19,-1.75,-0.81,0.44,2.81
12/23/23 21:50,-3.3,48.7,-0.5,-1.69,-1.75,-2.25,-2.25,-2.31,-2.13,-1.75,-0.81,0.44,2.81
12/23/23 21:54,-3.3,48.7,-0.56,-1.63,-1.75,-2.25,-2.25,-2.31,-2.13,-1.75,-0.81,0.44,2.81
12/23/23 21:58,-3.3,48.2,-0.56,-1.75,-1.75,-2.25,-2.25,-2.31,-2.19,-1.75,-0.81,0.44,2.81
12/23/23 22:02,-3.3,48.2,-0.63,-1.75,-1.81,-2.25,-2.25,-2.31,-2.19,-1.75,-0.88,0.5,2.81
12/23/23 22:06,-3.3,47.9,-0.63,-1.81,-1.81,-2.25,-2.31,-2.38,-2.19,-1.81,-0.81,0.5,2.81
12/23/23 22:10,-3.3,47.9,-0.69,-1.75,-1.88,-2.31,-2.31,-2.44,-2.19,-1.81,-0.81,0.44,2.81
12/23/23 22:14,-3.3,48.3,-0.69,-1.94,-1.94,-2.25,-2.31,-2.38,-2.19,-1.81,-0.88,0.44,2.81
12/23/23 22:18,-3.3,48.3,-0.75,-2.06,-1.94,-2.25,-2.31,-2.31,-2.19,-1.81,-0.88,0.5,2.81
12/23/23 22:22,-3.3,48.3,-0.75,-1.88,-1.94,-2.31,-2.38,-2.38,-2.25,-1.88,-0.88,0.44,2.81
12/23/23 22:26,-3.3,48.3,-0.75,-1.81,-2,-2.31,-2.38,-2.44,-2.25,-1.75,-0.88,0.5,2.81
12/23/23 22:30,-3.4,48.9,-0.81,-1.88,-2,-2.38,-2.44,-2.5,-2.38,-1.88,-0.88,0.5,2.81
12/23/23 22:34,-3.4,48.9,-0.81,-1.88,-2.06,-2.44,-2.44,-2.5,-2.31,-1.88,-0.88,0.5,2.81
12/23/23 22:38,-3.4,47.9,-0.88,-1.94,-2.06,-2.44,-2.44,-2.5,-2.25,-1.81,-0.88,0.5,2.81
12/23/23 22:42,-3.4,47.9,-0.88,-2,-2.13,-2.38,-2.38,-2.44,-2.19,-1.81,-0.94,0.5,2.81
12/23/23 22:46,-3.5,48,-0.94,-2.13,-2.19,-2.38,-2.38,-2.44,-2.25,-1.88,-0.94,0.5,2.81
12/23/23 22:50,-3.5,48,-0.94,-2.13,-2.13,-2.38,-2.38,-2.44,-2.25,-1.81,-0.94,0.5,2.81
12/23/23 22:54,-3.5,48.7,-0.94,-2.06,-2.13,-2.31,-2.31,-2.38,-2.19,-1.81,-0.88,0.5,2.81
12/23/23 22:58,-3.5,48.7,-1,-2,-2,-2.25,-2.25,-2.31,-2.13,-1.75,-0.88,0.5,2.81
12/23/23 23:02,-3.4,51,-1,-1.94,-2,-2.31,-2.38,-2.44,-2.25,-1.88,-0.94,0.5,2.81
12/23/23 23:06,-3.4,51,-1,-1.94,-2,-2.38,-2.44,-2.5,-2.31,-1.88,-0.94,0.5,2.81
12/23/23 23:10,-3.3,51.1,-1,-2,-2,-2.44,-2.44,-2.5,-2.31,-1.94,-0.94,0.5,2.81
12/23/23 23:14,-3.3,51.1,-1,-1.94,-2.06,-2.38,-2.44,-2.5,-2.25,-1.81,-0.94,0.5,2.81
12/23/23 23:18,-3.4,49.8,-1.06,-1.94,-2.06,-2.44,-2.44,-2.5,-2.38,-1.94,-0.94,0.5,2.81
12/23/23 23:22,-3.4,49.8,-1.13,-2,-2.06,-2.38,-2.44,-2.5,-2.31,-1.88,-0.94,0.5,2.81
12/23/23 23:26,-3.4,49.2,-1.13,-2.13,-2.06,-2.38,-2.5,-2.56,-2.38,-1.94,-0.94,0.5,2.81
12/23/23 23:30,-3.4,49.2,-1.13,-2,-2,-2.44,-2.44,-2.5,-2.38,-1.94,-0.94,0.5,2.81
12/23/23 23:34,-3.5,49.6,-1.13,-2,-2,-2.5,-2.44,-2.56,-2.38,-1.94,-0.94,0.5,2.81
12/23/23 23:38,-3.5,49.6,-1.13,-2.19,-2.06,-2.38,-2.44,-2.5,-2.31,-1.94,-0.94,0.5,2.81
12/23/23 23:42,-3.5,49.8,-1.19,-2.19,-2.06,-2.38,-2.44,-2.5,-2.38,-1.94,-0.94,0.5,2.81
12/23/23 23:46,-3.5,49.8,-1.19,-2.19,-2.06,-2.44,-2.5,-2.56,-2.38,-1.94,-0.94,0.5,2.81
12/23/23 23:50,-3.5,49.3,-1.19,-2.13,-2.13,-2.44,-2.44,-2.5,-2.25,-1.81,-0.94,0.5,2.81
12/23/23 23:54,-3.5,49.3,-1.19,-2.19,-2.13,-2.31,-2.44,-2.44,-2.25,-1.88,-0.94,0.5,2.81
12/23/23 23:58,-3.5,49.6,-1.25,-2.06,-2.06,-2.38,-2.44,-2.5,-2.25,-1.88,-0.94,0.5,2.81
12/24/23 0:02,-3.5,49.6,-1.25,-2.13,-2.06,-2.31,-2.31,-2.38,-2.19,-1.81,-0.94,0.5,2.81
12/24/23 0:06,-3.5,49.8,-1.25,-1.94,-1.94,-2.31,-2.31,-2.38,-2.19,-1.81,-0.94,0.5,2.81
12/24/23 0:10,-3.5,49.8,-1.25,-1.88,-1.88,-2.25,-2.25,-2.31,-2.13,-1.75,-0.94,0.5,2.81
12/24/23 0:14,-3.4,52.7,-1.25,-1.94,-1.88,-2.25,-2.31,-2.31,-2.13,-1.69,-0.94,0.5,2.81
12/24/23 0:18,-3.4,52.7,-1.25,-2,-1.88,-2.19,-2.13,-2.25,-2.06,-1.69,-0.94,0.5,2.81
12/24/23 0:22,-3.3,51.6,-1.25,-1.88,-1.81,-2.13,-2.13,-2.19,-2,-1.69,-0.94,0.5,2.81
12/24/23 0:26,-3.3,51.6,-1.25,-1.75,-1.75,-2.06,-2.13,-2.19,-2,-1.69,-0.88,0.5,2.81
12/24/23 0:30,-3.2,53.7,-1.25,-1.75,-1.75,-2.06,-2.06,-2.13,-2,-1.63,-0.88,0.5,2.81
12/24/23 0:34,-3.2,53.7,-1.25,-1.81,-1.75,-2.06,-2,-2.06,-1.94,-1.56,-0.94,0.5,2.81
12/24/23 0:38,-3.2,53.1,-1.25,-1.81,-1.75,-2,-2,-2.06,-1.88,-1.5,-0.88,0.5,2.81
12/24/23 0:42,-3.2,53.1,-1.25,-1.69,-1.75,-2,-2,-2.13,-1.94,-1.63,-0.88,0.5,2.81
12/24/23 0:46,-3.1,52.4,-1.25,-1.75,-1.63,-2.06,-2,-2.06,-1.94,-1.63,-0.88,0.5,2.81
12/24/23 0:50,-3.1,52.4,-1.25,-1.88,-1.75,-2.06,-2.13,-2.19,-2,-1.63,-0.88,0.56,2.81
12/24/23 0:54,-3.1,51.2,-1.25,-1.94,-1.75,-2,-2.06,-2.13,-1.94,-1.63,-0.88,0.5,2.81
12/24/23 0:58,-3.1,51.2,-1.19,-1.88,-1.75,-2,-2.06,-2.13,-1.94,-1.63,-0.88,0.5,2.81
12/24/23 1:02,-3.1,52.1,-1.19,-1.75,-1.63,-2,-2.06,-2.13,-1.94,-1.63,-0.88,0.5,2.81
12/24/23 1:06,-3.1,52.1,-1.19,-1.81,-1.69,-2,-2.06,-2.13,-2,-1.63,-0.88,0.5,2.81
12/24/23 1:10,-3.1,51.8,-1.19,-1.88,-1.75,-2,-2.06,-2.13,-1.94,-1.63,-0.88,0.56,2.81
12/24/23 1:14,-3.1,51.8,-1.19,-1.81,-1.75,-2.06,-2.13,-2.13,-2,-1.69,-0.88,0.56,2.81
12/24/23 1:18,-3.1,52,-1.19,-1.88,-1.75,-2.06,-2.06,-2.13,-2,-1.63,-0.88,0.56,2.81
12/24/23 1:22,-3.1,52,-1.19,-1.81,-1.75,-2,-2.06,-2.13,-1.94,-1.63,-0.88,0.56,2.81
12/24/23 1:26,-3.1,52.2,-1.19,-1.81,-1.75,-2.06,-2.13,-2.19,-2,-1.69,-0.88,0.56,2.81
12/24/23 1:30,-3.1,52.2,-1.19,-1.94,-1.75,-2.06,-2.13,-2.19,-2,-1.69,-0.88,0.56,2.81
12/24/23 1:35,-3.1,52.9,-1.19,-1.94,-1.81,-2,-2.06,-2.13,-2,-1.63,-0.88,0.56,2.81
12/24/23 1:39,-3.1,52.9,-1.19,-1.94,-1.81,-2,-2.13,-2.19,-2,-1.69,-0.88,0.56,2.81
12/24/23 1:43,-3.1,53.4,-1.19,-1.88,-1.88,-2.13,-2.13,-2.19,-2,-1.63,-0.88,0.56,2.81
12/24/23 1:47,-3.1,53.4,-1.19,-1.88,-1.94,-2.19,-2.19,-2.31,-2.06,-1.69,-0.88,0.56,2.81
12/24/23 1:51,-3.1,53.7,-1.19,-2.13,-2.13,-2.31,-2.31,-2.38,-2.13,-1.75,-0.88,0.56,2.81
12/24/23 1:55,-3.1,53.7,-1.19,-2.19,-2.13,-2.31,-2.31,-2.38,-2.19,-1.75,-0.88,0.56,2.81
12/24/23 1:59,-3.2,56.8,-1.19,-2.13,-2.13,-2.31,-2.31,-2.38,-2.19,-1.75,-0.88,0.56,2.81
12/24/23 2:03,-3.2,56.8,-1.19,-2,-2.06,-2.25,-2.31,-2.38,-2.13,-1.63,-0.88,0.56,2.81
12/24/23 2:07,-3.4,57.4,-1.19,-2,-2.06,-2.25,-2.25,-2.31,-2.13,-1.69,-0.88,0.56,2.81
12/24/23 2:11,-3.4,57.4,-1.19,-1.94,-2,-2.25,-2.25,-2.31,-2.13,-1.69,-0.88,0.56,2.81
12/24/23 2:15,-3.4,60.5,-1.25,-1.94,-2,-2.25,-2.25,-2.25,-2.06,-1.69,-0.88,0.56,2.81
12/24/23 2:19,-3.4,60.5,-1.19,-1.94,-2,-2.19,-2.19,-2.25,-2.06,-1.63,-0.88,0.56,2.81
12/24/23 2:23,-3.3,61.3,-1.19,-2,-2.06,-2.19,-2.25,-2.25,-2.06,-1.63,-0.88,0.56,2.81
12/24/23 2:27,-3.3,61.3,-1.25,-2,-2.06,-2.25,-2.25,-2.38,-2.13,-1.75,-0.88,0.56,2.81
12/24/23 2:31,-3.3,62.7,-1.25,-2.06,-2.06,-2.25,-2.31,-2.38,-2.19,-1.69,-0.88,0.56,2.81
12/24/23 2:35,-3.3,62.7,-1.25,-2.19,-2.13,-2.31,-2.38,-2.38,-2.25,-1.75,-0.88,0.56,2.81
12/24/23 2:39,-3.4,65.2,-1.25,-2.25,-2.19,-2.38,-2.38,-2.44,-2.19,-1.75,-0.88,0.56,2.81
12/24/23 2:43,-3.4,65.2,-1.25,-2.25,-2.13,-2.31,-2.44,-2.5,-2.31,-1.81,-0.88,0.56,2.81
12/24/23 2:47,-3.4,66.9,-1.25,-2.13,-2.13,-2.38,-2.44,-2.5,-2.25,-1.75,-0.88,0.56,2.81
12/24/23 2:51,-3.4,66.9,-1.25,-2.13,-2.13,-2.5,-2.5,-2.56,-2.38,-1.88,-0.88,0.56,2.81
12/24/23 2:55,-3.4,67.8,-1.25,-2.06,-2.06,-2.5,-2.5,-2.56,-2.31,-1.81,-0.88,0.56,2.81
12/24/23 2:59,-3.4,67.8,-1.31,-2.13,-2.06,-2.5,-2.5,-2.56,-2.38,-1.88,-0.88,0.56,2.81
12/24/23 3:03,-3.5,69.4,-1.31,-2.19,-2.06,-2.38,-2.44,-2.5,-2.31,-1.81,-0.88,0.56,2.81
12/24/23 3:07,-3.5,69.4,-1.31,-2.13,-2.13,-2.44,-2.44,-2.5,-2.25,-1.75,-0.88,0.56,2.81
12/24/23 3:11,-3.5,70.8,-1.31,-2.19,-2.13,-2.38,-2.44,-2.5,-2.25,-1.75,-0.88,0.56,2.81
12/24/23 3:15,-3.5,70.8,-1.31,-2.19,-2.13,-2.44,-2.5,-2.56,-2.31,-1.81,-0.88,0.56,2.81
12/24/23 3:19,-3.6,71.4,-1.31,-2.19,-2.19,-2.44,-2.44,-2.56,-2.31,-1.81,-0.88,0.56,2.81
12/24/23 3:23,-3.6,71.4,-1.31,-2.19,-2.25,-2.5,-2.56,-2.63,-2.44,-1.94,-0.88,0.56,2.81
12/24/23 3:27,-3.6,72.2,-1.38,-2.25,-2.31,-2.69,-2.69,-2.75,-2.56,-2.13,-0.94,0.56,2.81
12/24/23 3:31,-3.6,72.2,-1.38,-2.44,-2.44,-2.75,-2.81,-2.88,-2.69,-2.19,-0.94,0.56,2.81
12/24/23 3:35,-3.6,72.1,-1.38,-2.44,-2.44,-2.75,-2.81,-2.88,-2.69,-2.13,-0.94,0.56,2.81
12/24/23 3:39,-3.6,72.1,-1.38,-2.63,-2.5,-2.81,-2.81,-2.88,-2.69,-2.13,-0.94,0.56,2.81
12/24/23 3:43,-3.8,72.2,-1.44,-2.69,-2.56,-2.88,-2.88,-2.94,-2.75,-2.19,-0.94,0.56,2.81
12/24/23 3:47,-3.8,72.2,-1.44,-2.75,-2.56,-2.88,-2.88,-2.94,-2.69,-2.25,-0.94,0.56,2.81
12/24/23 3:51,-4,72.6,-1.44,-2.69,-2.56,-2.88,-2.88,-2.94,-2.75,-2.25,-0.94,0.56,2.81
12/24/23 3:55,-4,72.6,-1.5,-2.69,-2.56,-2.88,-2.88,-2.88,-2.69,-2.19,-0.94,0.56,2.81
12/24/23 3:59,-4,73,-1.5,-2.63,-2.5,-2.81,-2.81,-2.88,-2.63,-2.13,-0.94,0.56,2.81
12/24/23 4:03,-4,73,-1.5,-2.56,-2.44,-2.69,-2.75,-2.81,-2.56,-2.06,-0.94,0.56,2.81
12/24/23 4:07,-4,73.5,-1.56,-2.44,-2.31,-2.63,-2.63,-2.69,-2.5,-1.94,-0.94,0.56,2.81
12/24/23 4:11,-4,73.5,-1.56,-2.44,-2.25,-2.56,-2.63,-2.69,-2.44,-1.94,-0.94,0.56,2.81
12/24/23 4:15,-3.8,73.3,-1.56,-2.44,-2.25,-2.56,-2.56,-2.56,-2.38,-1.94,-0.88,0.56,2.81
12/24/23 4:19,-3.8,73.3,-1.56,-2.31,-2.19,-2.5,-2.5,-2.56,-2.38,-1.88,-0.88,0.56,2.81
12/24/23 4:23,-3.7,73.1,-1.56,-2.19,-2.13,-2.38,-2.38,-2.5,-2.25,-1.75,-0.88,0.56,2.81
12/24/23 4:27,-3.7,73.1,-1.56,-2.25,-2.13,-2.38,-2.44,-2.5,-2.31,-1.81,-0.88,0.56,2.81
12/24/23 4:31,-3.6,73.6,-1.56,-2.31,-2.13,-2.5,-2.5,-2.56,-2.31,-1.88,-0.88,0.56,2.81
12/24/23 4:35,-3.6,73.6,-1.56,-2.25,-2.19,-2.5,-2.5,-2.56,-2.38,-1.94,-0.88,0.63,2.81
12/24/23 4:39,-3.5,74.2,-1.56,-2.25,-2.19,-2.5,-2.44,-2.56,-2.38,-1.88,-0.88,0.56,2.81
12/24/23 4:43,-3.5,74.2,-1.56,-2.25,-2.13,-2.5,-2.44,-2.5,-2.31,-1.88,-0.88,0.56,2.81
12/24/23 4:47,-3.4,74.8,-1.56,-2.19,-2.13,-2.44,-2.38,-2.44,-2.25,-1.81,-0.88,0.56,2.81
12/24/23 4:51,-3.4,74.8,-1.56,-2.19,-2,-2.31,-2.31,-2.38,-2.13,-1.75,-0.88,0.56,2.81
12/24/23 4:55,-3.4,74.7,-1.56,-2.13,-1.88,-2.25,-2.25,-2.31,-2.13,-1.75,-0.81,0.63,2.81
12/24/23 4:59,-3.4,74.7,-1.5,-2.13,-1.81,-2.31,-2.25,-2.31,-2.13,-1.69,-0.81,0.56,2.81
12/24/23 5:03,-3.3,75,-1.5,-2.13,-1.75,-2.31,-2.31,-2.38,-2.19,-1.81,-0.81,0.56,2.81
12/24/23 5:07,-3.3,75,-1.5,-2.19,-1.75,-2.31,-2.38,-2.5,-2.25,-1.88,-0.81,0.56,2.81
12/24/23 5:11,-3.2,75.4,-1.5,-2.25,-1.88,-2.56,-2.63,-2.69,-2.5,-2,-0.88,0.56,2.81
12/24/23 5:15,-3.2,75.4,-1.5,-2.31,-2.06,-2.56,-2.63,-2.63,-2.44,-1.88,-0.81,0.63,2.81
12/24/23 5:19,-3.4,76,-1.5,-2.31,-2.13,-2.56,-2.5,-2.56,-2.31,-1.81,-0.81,0.63,2.81
12/24/23 5:23,-3.4,76,-1.5,-2.25,-2.06,-2.44,-2.44,-2.5,-2.31,-1.88,-0.88,0.63,2.81
12/24/23 5:28,-3.5,77.7,-1.44,-2.19,-2.06,-2.44,-2.38,-2.44,-2.19,-1.75,-0.81,0.56,2.81
12/24/23 5:32,-3.5,77.7,-1.44,-2.13,-2,-2.31,-2.31,-2.38,-2.19,-1.75,-0.81,0.56,2.81
12/24/23 5:36,-3.3,78.6,-1.44,-2.38,-2.13,-2.69,-2.69,-2.75,-2.56,-2.13,-0.88,0.63,2.81
12/24/23 5:40,-3.3,78.6,-1.44,-2.5,-2.25,-2.88,-2.94,-3,-2.75,-2.31,-0.88,0.63,2.81
12/24/23 5:44,-3.4,77.4,-1.44,-2.63,-2.25,-3,-3,-3.06,-2.88,-2.31,-0.94,0.63,2.81
12/24/23 5:48,-3.4,77.4,-1.44,-2.75,-2.38,-3.06,-3.13,-3.19,-2.94,-2.38,-0.94,0.63,2.81
12/24/23 5:52,-3.9,76.9,-1.5,-2.75,-2.44,-2.94,-3,-3.06,-2.75,-2.13,-0.88,0.63,2.81
12/24/23 5:56,-3.9,76.9,-1.5,-2.69,-2.44,-2.88,-2.88,-2.94,-2.69,-2.13,-0.88,0.63,2.81
12/24/23 6:00,-4,76.6,-1.5,-2.5,-2.31,-2.69,-2.69,-2.75,-2.5,-2,-0.88,0.63,2.81
12/24/23 6:04,-4,76.6,-1.5,-2.44,-2.31,-2.63,-2.56,-2.63,-2.44,-1.94,-0.88,0.63,2.81
12/24/23 6:08,-3.8,78.6,-1.56,-2.25,-2.19,-2.5,-2.5,-2.56,-2.31,-1.88,-0.88,0.63,2.81
12/24/23 6:12,-3.8,78.6,-1.56,-2.25,-2.06,-2.44,-2.44,-2.5,-2.31,-1.88,-0.81,0.63,2.81
12/24/23 6:16,-3.5,78.7,-1.5,-2.31,-2.13,-2.5,-2.5,-2.56,-2.38,-1.81,-0.81,0.63,2.81
12/24/23 6:20,-3.5,78.7,-1.56,-2.31,-2.19,-2.5,-2.44,-2.5,-2.38,-1.88,-0.88,0.63,2.81
12/24/23 6:24,-3.4,78.9,-1.56,-2.25,-2.19,-2.38,-2.38,-2.44,-2.25,-1.75,-0.81,0.63,2.81
12/24/23 6:28,-3.4,78.9,-1.56,-2.19,-2.13,-2.38,-2.38,-2.44,-2.25,-1.81,-0.81,0.63,2.81
12/24/23 6:32,-3.3,79.7,-1.5,-2.25,-2.13,-2.38,-2.44,-2.5,-2.25,-1.75,-0.81,0.63,2.81
12/24/23 6:36,-3.3,79.7,-1.5,-2.38,-2.25,-2.63,-2.63,-2.69,-2.5,-2,-0.88,0.63,2.81
12/24/23 6:40,-3.2,78.9,-1.5,-2.5,-2.38,-2.75,-2.81,-2.88,-2.69,-2.06,-0.88,0.63,2.81
12/24/23 6:44,-3.2,78.9,-1.5,-2.56,-2.44,-2.69,-2.75,-2.75,-2.56,-2,-0.88,0.63,2.81
12/24/23 6:48,-3.6,77.5,-1.5,-2.38,-2.38,-2.63,-2.56,-2.63,-2.44,-1.94,-0.88,0.63,2.81
12/24/23 6:52,-3.6,77.5,-1.56,-2.31,-2.25,-2.63,-2.63,-2.63,-2.44,-1.94,-0.88,0.63,2.81
12/24/23 6:56,-3.5,79.8,-1.5,-2.38,-2.25,-2.56,-2.56,-2.63,-2.38,-1.88,-0.81,0.63,2.81
12/24/23 7:00,-3.5,79.8,-1.5,-2.31,-2.19,-2.44,-2.44,-2.5,-2.31,-1.88,-0.81,0.63,2.81
12/24/23 7:04,-3.5,79.3,-1.5,-2.31,-2.13,-2.38,-2.44,-2.5,-2.31,-1.88,-0.81,0.63,2.81
12/24/23 7:08,-3.5,79.3,-1.5,-2.31,-2.13,-2.5,-2.5,-2.5,-2.31,-1.81,-0.81,0.63,2.81
12/24/23 7:12,-3.4,79.3,-1.5,-2.25,-2.13,-2.44,-2.44,-2.5,-2.25,-1.75,-0.81,0.63,2.81
12/24/23 7:16,-3.4,79.3,-1.5,-2.25,-2.13,-2.38,-2.38,-2.44,-2.19,-1.81,-0.81,0.63,2.81
12/24/23 7:20,-3.4,79.5,-1.5,-2.19,-2.06,-2.31,-2.31,-2.38,-2.13,-1.75,-0.81,0.63,2.81
12/24/23 7:24,-3.4,79.5,-1.5,-2.06,-1.94,-2.25,-2.19,-2.25,-2.06,-1.69,-0.81,0.63,2.81
12/24/23 7:28,-3.2,78.7,-1.5,-2,-1.88,-2.19,-2.13,-2.19,-2,-1.63,-0.81,0.63,2.81
12/24/23 7:32,-3.2,78.7,-1.5,-1.94,-1.81,-2.13,-2.06,-2.13,-1.94,-1.5,-0.75,0.63,2.81
12/24/23 7:36,-3.1,79.6,-1.44,-1.81,-1.63,-1.94,-1.94,-2,-1.81,-1.44,-0.75,0.63,2.81
12/24/23 7:40,-3.1,79.6,-1.44,-1.75,-1.63,-1.88,-1.88,-1.94,-1.75,-1.44,-0.75,0.63,2.81
12/24/23 7:44,-2.9,80.1,-1.44,-1.63,-1.56,-1.75,-1.75,-1.81,-1.63,-1.31,-0.75,0.63,2.81
12/24/23 7:48,-2.9,80.1,-1.38,-1.63,-1.5,-1.69,-1.75,-1.81,-1.63,-1.31,-0.69,0.63,2.81
12/24/23 7:52,-2.7,80.8,-1.31,-1.63,-1.5,-1.69,-1.69,-1.75,-1.63,-1.31,-0.75,0.63,2.81
12/24/23 7:56,-2.7,80.8,-1.31,-1.63,-1.56,-1.75,-1.69,-1.75,-1.56,-1.31,-0.69,0.63,2.81
12/24/23 8:00,-2.6,80.4,-1.31,-1.56,-1.56,-1.69,-1.69,-1.75,-1.56,-1.31,-0.69,0.63,2.81
12/24/23 8:04,-2.6,80.4,-1.25,-1.63,-1.56,-1.75,-1.69,-1.75,-1.63,-1.31,-0.69,0.63,2.81
12/24/23 8:08,-2.5,79.5,-1.25,-1.63,-1.56,-1.75,-1.69,-1.75,-1.56,-1.31,-0.69,0.63,2.81
12/24/23 8:12,-2.5,79.5,-1.19,-1.56,-1.56,-1.69,-1.69,-1.75,-1.56,-1.31,-0.69,0.63,2.81
12/24/23 8:16,-2.4,79.3,-1.19,-1.56,-1.63,-1.75,-1.69,-1.75,-1.56,-1.31,-0.69,0.63,2.81
12/24/23 8:20,-2.4,79.3,-1.13,-1.63,-1.75,-1.81,-1.75,-1.81,-1.69,-1.38,-0.69,0.63,2.81
12/24/23 8:24,-2.3,79.9,-1.13,-1.63,-1.81,-1.81,-1.75,-1.81,-1.69,-1.38,-0.69,0.63,2.81
12/24/23 8:28,-2.3,79.9,-1.06,-1.63,-1.81,-1.81,-1.75,-1.81,-1.69,-1.38,-0.69,0.63,2.81
12/24/23 8:32,-2.3,80.3,-1.06,-1.69,-1.81,-1.88,-1.81,-1.88,-1.69,-1.44,-0.69,0.63,2.81
12/24/23 8:36,-2.3,80.3,-1,-1.56,-1.75,-1.81,-1.69,-1.75,-1.56,-1.38,-0.69,0.63,2.81
12/24/23 8:40,-2.2,80.2,-1,-1.63,-1.81,-1.81,-1.69,-1.75,-1.63,-1.38,-0.69,0.63,2.81
12/24/23 8:44,-2.2,80.2,-1,-1.75,-2,-1.88,-1.75,-1.88,-1.69,-1.44,-0.75,0.63,2.81
12/24/23 8:48,-2.1,80.7,-0.94,-1.81,-2.25,-2,-1.88,-2,-1.81,-1.56,-0.75,0.63,2.81
12/24/23 8:52,-2.1,80.7,-0.94,-1.94,-2.38,-2.13,-2,-2.13,-1.94,-1.63,-0.75,0.63,2.81
